stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
557,"VICTORIAN/ROCK",,  39.476292,-119.781052,,,,,,
558,"PRATER/ROCK",,  39.573666,-119.781387,,,,,,
559,"PRATER/GREENBRAE",,  39.570686,-119.781990,,,,,,
56,"VIRGINIA/LIBERTY",,  39.518490,-119.780243,,,,,,
560,"PRATER/SULLIVAN",,  39.564236,-119.785774,,,,,,
561,"PRATER/EL RANCHO",,  39.556633,-119.792465,,,,,,
562,"4TH/GALLETTI (at gas station)",,  39.552624,-119.798683,,,,,,
563,"4TH/(HALFWAY CLUB)",,  39.548992,-119.798729,,,,,,
564,"4TH/FERRARI",,  39.546032,-119.798714,,,,,,
565,"4TH/THRELKEL",,  39.543884,-119.798721,,,,,,
566,"4TH/6TH",,  39.541553,-119.798706,,,,,,
568,"4TH/SPOKANE",,  39.475082,-119.778885,,,,,,
569,"4TH/WELLS",,  39.536255,-119.798622,,,,,,
57,"CENTER/RYLAND (Library)",,  39.518250,-119.778999,,,,,,
570,"4TH/EUREKA",,  39.521778,-119.816544,,,,,,
571,"4TH/VALLEY",,  39.519722,-119.817238,,,,,,
574,"PRATER/7TH",,  39.541855,-119.724907,,,,,,
575,"PRATER/4TH",,  39.501610,-119.812714,,,,,,
576,"PRATER/LYYSKI",,  39.498577,-119.812706,,,,,,
577,"PRATER/I",,  39.495087,-119.812241,,,,,,
579,"PRATER/STATION",,  39.472111,-119.779472,,,,,,
58,"CENTER/STATE",,  39.548958,-119.779503,,,,,,
580,"PRATER/PULLMAN",,  39.494049,-119.807961,,,,,,
588,"NORTHERN NEVADA MED CENTER",,  39.477093,-119.785110,,,,,,
589,"PRATER/FEEDER",,  39.477062,-119.785088,,,,,,
59,"CENTER/1ST TO 2ND (CAL-NEVA PARKI",,  39.549080,-119.779449,,,,,,
590,"PRATER/LILLARD",,  39.476849,-119.801819,,,,,,
591,"PRATER/PULLMAN",,  39.472061,-119.779648,,,,,,
592,"PRATER/STATION",,  39.491447,-119.807823,,,,,,
593,"PRATER/GREENBRAE",,  39.493122,-119.807823,,,,,,
594,"PRATER/HOWARD",,  39.494823,-119.807823,,,,,,
595,"PRATER/I",,  39.473499,-119.778290,,,,,,
596,"PRATER/PROBASCO",,  39.495560,-119.808273,,,,,,
597,"PRATER/SHRIVER",,  39.495174,-119.811958,,,,,,
598,"PRATER/4TH",,  39.498306,-119.812515,,,,,,
599,"PRATER/6TH",,  39.502308,-119.812523,,,,,,
6,"VIRGINIA/LA RUE",,  39.509411,-119.817116,,,,,,
601,"LAKE/2ND",,  39.517860,-119.817078,,,,,,
603,"Liberty/Hatch",,  39.521523,-119.816422,,,,,,
607,"KIRMAN/MORAN",,  39.538807,-119.816948,,,,,,
608,"KIRMAN/ROBERTS",,  39.541241,-119.817017,,,,,,
609,"KIRMAN/(V. A. HOSPITAL)",,  39.544182,-119.818703,,,,,,
610,"KIRMAN/VASSAR",,  39.546692,-119.820595,,,,,,
612,"KIRMAN/CAPITOL HILL",,  39.558273,-119.826378,,,,,,
613,"KIRMAN/COLONIAL WAY",,  39.561569,-119.826218,,,,,,
614,"KIRMAN/Apple",,  39.568218,-119.824280,,,,,,
615,"APPLE/WRONDEL",,  39.571312,-119.826271,,,,,,
619,"GROVE/KIETZKE",,  39.590149,-119.835083,,,,,,
62,"VALLEY/6TH",,  39.477043,-119.791786,,,,,,
620,"GROVE/YORI",,  39.480602,-119.781822,,,,,,
621,"WRONDEL/GROVE",,  39.624157,-119.882011,,,,,,
622,"APPLE/WRONDEL",,  39.626003,-119.881973,,,,,,
623,"KIRMAN/APPLE",,  39.628235,-119.881897,,,,,,
625,"LOCUST/CAPITOL HILL",,  39.634968,-119.881752,,,,,,
627,"LOCUST/VASSAR",,  39.641445,-119.881577,,,,,,
628,"LOCUST/(V. A. HOSPITAL)",,  39.646072,-119.879875,,,,,,
629,"LOCUST/ROBERTS",,  39.482143,-119.781059,,,,,,
63,"VALLEY/7TH",,  39.488274,-119.794769,,,,,,
630,"LOCUST/STEWART",,  39.649685,-119.875893,,,,,,
632,"Ryland/Park",,  39.654064,-119.878525,,,,,,
633,"Liberty/Hatch",,  39.654255,-119.880760,,,,,,
636,"LAKE/2nd",,  39.648159,-119.881935,,,,,,
637,"MILL/RIVER ROCK",,  39.642044,-119.881859,,,,,,
638,"MILL/HIGH",,  39.640339,-119.881905,,,,,,
639,"MILL/WELLS",,  39.632874,-119.882072,,,,,,
64,"VALLEY/9TH",,  39.504883,-119.802925,,,,,,
640,"MILL/LOCUST",,  39.631222,-119.882118,,,,,,
641,"MILL/KIRMAN (Renown Med)",,  39.625790,-119.882233,,,,,,
642,"MILL/YORI",,  39.592350,-119.835838,,,,,,
643,"MILL/GOULD",,  39.590683,-119.835396,,,,,,
646,"GRAND SIERRA/MILL",,  39.520084,-119.810265,,,,,,
647,"Grand Sierra Resort Clockwise",,  39.571678,-119.827118,,,,,,
648,"MILL/TERMINAL",,  39.562206,-119.826416,,,,,,
65,"VALLEY/POPLAR",,  39.543182,-119.783775,,,,,,
655,"MILL/EDISON",,  39.534981,-119.816467,,,,,,
656,"Financial/(First Resource)",,  39.533295,-119.816811,,,,,,
657,"EQUITY/CORPORATE",,  39.490696,-119.789040,,,,,,
658,"CORPORATE/(NEVADA REHAB.)",,  39.614052,-119.847694,,,,,,
659,"CAPITAL/ROCK",,  39.622612,-119.848137,,,,,,
66,"VALLEY/SADLIER",,  39.645992,-119.881958,,,,,,
663,"ENERGY/EDISON",,  39.638081,-119.842278,,,,,,
664,"ENERGY/REACTOR",,  39.639469,-119.840576,,,,,,
665,"ENERGY/ROCK",,  39.643875,-119.834503,,,,,,
666,"ROCK/MILL",,  39.664619,-119.829704,,,,,,
667,"MILL/GREG",,  39.671459,-119.834236,,,,,,
668,"MILL/RESERVATION",,  39.675159,-119.847435,,,,,,
669,"MILL/SUNSHINE",,  39.674007,-119.849396,,,,,,
67,"SADLIER/WELLS",,  39.505589,-119.751335,,,,,,
670,"MILL/KIETZKE",,  39.674522,-119.854019,,,,,,
672,"MILL/YORI",,  39.671642,-119.834785,,,,,,
673,"MILL/(Renown Medical)",,  39.664841,-119.829918,,,,,,
674,"MILL/LOCUST",,  39.644188,-119.834290,,,,,,
675,"MILL/WELLS",,  39.639786,-119.840782,,,,,,
676,"MILL/HIGH",,  39.638252,-119.842674,,,,,,
677,"EVANS/7TH",,  39.635815,-119.844284,,,,,,
678,"EVANS/9TH",,  39.632416,-119.845367,,,,,,
68,"9TH/WELLS (COUNTY OFFICES)",,  39.502914,-119.754204,,,,,,
69,"9TH/SUTRO (WESTHILL)",,  39.527565,-119.761940,,,,,,
692,"WEDEKIND/CLEAR ACRE",,  39.512951,-119.787933,,,,,,
693,"WEDEKIND/WHITFIELD",,  39.512535,-119.785904,,,,,,
694,"WEDEKIND/PATTON",,  39.511387,-119.785904,,,,,,
7,"VIRGINIA/MARY",,  39.512615,-119.817093,,,,,,
70,"9TH/SAGE",,  39.503445,-119.753746,,,,,,
700,"VALLEY/SOARING EAGLE",,  39.499798,-119.789215,,,,,,
704,"HIGHLAND/EVANS",,  39.492043,-119.780525,,,,,,
705,"EVANS/9TH (U.N.R.)",,  39.489040,-119.780403,,,,,,
706,"EVANS/7TH",,  39.501614,-119.801086,,,,,,
707,"2ND/STEVENSON",,  39.487206,-119.780312,,,,,,
708,"2ND/WASHINGTON",,  39.484646,-119.780090,,,,,,
709,"KEYSTONE/1ST",,  39.487499,-119.780182,,,,,,
71,"9TH/GRAPHITE",,  39.542084,-119.781807,,,,,,
710,"BOOTH/WESTFIELD",,  39.489777,-119.780273,,,,,,
711,"CALIFORNIA/CHERRY LN",,  39.491272,-119.780319,,,,,,
712,"CALIFORNIA/MAYBERRY",,  39.493053,-119.780914,,,,,,
72,"9TH/TRIDENT",,  39.624989,-119.882256,,,,,,
721,"HUNTER LAKE/FOSTER",,  39.509232,-119.785797,,,,,,
722,"HUNTER LAKE/IDLEWILD",,  39.512558,-119.785835,,,,,,
723,"IDLEWILD/(SKATE PARK)",,  39.513042,-119.787613,,,,,,
724,"IDLEWILD/COWAN",,  39.515339,-119.789032,,,,,,
725,"IDLEWILD/BOOTH",,  39.517773,-119.789032,,,,,,
726,"BOOTH/(FEDERAL COURT)",,  39.520077,-119.789024,,,,,,
727,"KEYSTONE/1ST",,  39.522232,-119.789070,,,,,,
728,"SUN VALLEY/EL RANCHO",,  39.507027,-119.803703,,,,,,
729,"2ND/WINTERS",,  39.524738,-119.789040,,,,,,
73,"SILVERADA/TYBO",,  39.541439,-119.781868,,,,,,
730,"2ND/STEVENSON",,  39.527596,-119.790459,,,,,,
732,"PARR/CATRON",,  39.529240,-119.793922,,,,,,
733,"PARR/PARR CIRCLE WEST",,  39.528419,-119.800301,,,,,,
734,"PARR/PARR CIRCLE EAST",,  39.528358,-119.806274,,,,,,
735,"PARR/7-11",,  39.527649,-119.809967,,,,,,
737,"DANDINI/(T.M.C.C.)",,  39.491898,-119.796600,,,,,,
738,"PARR/Sheriff's H.Q.",,  39.509335,-119.804832,,,,,,
739,"PARR/PARR CIRCLE EAST",,  39.486820,-119.794083,,,,,,
74,"SILVERADA/TOM SAWYER",,  39.536873,-119.838196,,,,,,
740,"PARR/PARR CIRCLE WEST",,  39.484676,-119.792999,,,,,,
741,"PARR/CATRON",,  39.467094,-119.784279,,,,,,
742,"2ND/GOLDEN",,  39.467075,-119.784531,,,,,,
745,"GLENDALE/GALLETTI",,  39.604084,-119.840065,,,,,,
746,"GLENDALE/21ST",,  39.511650,-119.805977,,,,,,
747,"GLENDALE/18TH",,  39.604046,-119.839180,,,,,,
748,"GLENDALE/16TH",,  39.462845,-119.782188,,,,,,
75,"TOM SAWYER/SILVERADA",,  39.539764,-119.784584,,,,,,
76,"CARVILLE/TOM SAWYER",,  39.475807,-119.811684,,,,,,
77,"SILVERADA/CARVILLE",,  39.592632,-119.837852,,,,,,
773,"GLENDALE/15TH",,  39.534801,-119.761566,,,,,,
774,"GLENDALE/18TH",,  39.534538,-119.756493,,,,,,
775,"GLENDALE/21ST",,  39.535820,-119.754547,,,,,,
777,"GLENDALE/GALLETTI",,  39.539181,-119.742966,,,,,,
778,"GLENDALE/COLONY",,  39.538651,-119.741089,,,,,,
78,"SILVERADA/PARADISE",,           ,           ,,,,,,
781,"4TH/EDWARDS",,  39.541798,-119.731514,,,,,,
782,"4TH/CEMETERY",,  39.541035,-119.730942,,,,,,
783,"4TH/STOKER",,  39.538292,-119.732506,,,,,,
79,"SILVERADA/FANTASTIC",,  39.614517,-119.770027,,,,,,
798,"MIRA LOMA/BOYNTON",,  39.536018,-119.775696,,,,,,
799,"MIRA LOMA/RIO POCO",,  39.535149,-119.781181,,,,,,
8,"VIRGINIA/ARROYO",,  39.551098,-119.762032,,,,,,
80,"GREENBRAE/EL RANCHO",,  39.612644,-119.768921,,,,,,
800,"MIRA LOMA/McCARRAN",,  39.534500,-119.784729,,,,,,
81,"GREENBRAE/SULLIVAN",,  39.607521,-119.768845,,,,,,
810,"MIRA LOMA/RIO POCO",,  39.538383,-119.752800,,,,,,
811,"MIRA LOMA/BOYNTON",,  39.540524,-119.751312,,,,,,
814,"EDISON/ROCK",,  39.541824,-119.737015,,,,,,
819,"4TH/O",,  39.539333,-119.697769,,,,,,
82,"GREENBRAE/17TH",,  39.539143,-119.787247,,,,,,
820,"4TH/RICHARDS",,  39.541035,-119.697884,,,,,,
821,"YORK/4TH",,  39.542007,-119.707001,,,,,,
83,"ROCK/GREENBRAE",,  39.470757,-119.780334,,,,,,
84,"ROCK/TYLER",,  39.473545,-119.787674,,,,,,
843,"BARING/(REED HIGH)",,  39.503960,-119.798279,,,,,,
85,"ROCK/VANCE",,  39.607288,-119.770531,,,,,,
857,"PYRAMID/PRATER",,  39.526943,-119.810501,,,,,,
858,"PYRAMID/K",,  39.525471,-119.807762,,,,,,
859,"GREENBRAE/5TH",,  39.525738,-119.805275,,,,,,
86,"ROCK/YORK",,  39.520645,-119.844749,,,,,,
871,"SPRINGLAND/SYCAMORE GLEN",,  39.539085,-119.807724,,,,,,
872,"SPRINGLAND/SHADY OAK",,  39.513817,-119.751411,,,,,,
873,"VICTORIAN/STANFORD",,  39.510513,-119.747391,,,,,,
886,"PYRAMID/K",,  39.541851,-119.803604,,,,,,
887,"Pyramid/H (NNCIL)",,  39.522522,-119.790565,,,,,,
890,"Liberty/Wells",,  39.525185,-119.797371,,,,,,
9,"VIRGINIA/MT. ROSE",,  39.646633,-119.830750,,,,,,
90,"YORK/NELSON",,  39.542564,-119.698944,,,,,,
907,"Terminal/Airmotive",,  39.525993,-119.818810,,,,,,
909,"NORTHTOWNE/LUND (Wal Mart)",,  39.523426,-119.825455,,,,,,
91,"YORK/4TH",,  39.541988,-119.703217,,,,,,
910,"LUND/WEDEKIND",,  39.538605,-119.789940,,,,,,
911,"WEDEKIND/SILVERADA",,  39.515770,-119.826530,,,,,,
918,"Wells/Vassar",,  39.519848,-119.830605,,,,,,
919,"Wells/Burns",,  39.519932,-119.827026,,,,,,
92,"4TH/RICHARDS",,  39.545147,-119.714714,,,,,,
920,"Wells/Cheney",,  39.518127,-119.826500,,,,,,
921,"Wells/Stewart",,  39.523499,-119.825279,,,,,,
929,"COMMERCE/MERCHANT",,  39.526962,-119.781067,,,,,,
93,"4TH/GREENBRAE",,  39.538597,-119.794899,,,,,,
930,"MERCHANT/(MERCHANT APTS.)",,  39.525238,-119.779228,,,,,,
932,"GREENBRAE/OROVADA",,  39.527565,-119.771027,,,,,,
933,"SILVERADA/OROVADA",,  39.527523,-119.768707,,,,,,
94,"GREENBRAE/5TH",,  39.538612,-119.798897,,,,,,
940,"OROVADA/SILVERADA",,  39.521664,-119.742386,,,,,,
941,"GREENBRAE/OROVADA",,  39.521351,-119.739044,,,,,,
955,"HUFFAKER/LONGLEY",,  39.527550,-119.742935,,,,,,
957,"US HWY 40/(ARROWHEAD MOBL)",,  39.527504,-119.747635,,,,,,
958,"US HWY 40/TWIN LAKES",,  39.527557,-119.753120,,,,,,
962,"US HWY 40/SUMMIT RIDGE",,  39.527821,-119.771713,,,,,,
963,"W. 4th/Stoker",,  39.527771,-119.777222,,,,,,
964,"CLEAR ACRE/CRYSTAL",,  39.527802,-119.777229,,,,,,
965,"CLEAR ACRE/CRYSTAL",,  39.527599,-119.786491,,,,,,
966,"KIETZKE/(LaRAMBLA MBL HOME)",,  39.544491,-119.782845,,,,,,
973,"MAE ANNE/(Burger King)",,  39.486053,-119.755333,,,,,,
98,"YORK/PYRAMID",,  39.480228,-119.793633,,,,,,
980,"AVE. DE LANDA/ENCHANTED VLY",,  39.499187,-119.752625,,,,,,
981,"MAE ANNE/AMBASSADOR",,  39.501530,-119.757912,,,,,,
982,"MAE ANNE/STONE VALLEY",,  39.547932,-119.748161,,,,,,
99,"VIRGINIA/KIETZKE",,  39.477005,-119.765854,,,,,,
993,"ENTERPRISE/EVANS",,  39.556469,-119.718384,,,,,,
997,"ARLINGTON/MONROE",,  39.540920,-119.752655,,,,,,
998,"ARLINGTON/MT. ROSE",,  39.545479,-119.752548,,,,,,
